worker-5  | 2026-03-30 11:15:56,639 [INFO] Worker starting with Supabase library...
worker-3  | 2026-03-30 11:31:36,200 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-5-f6f2","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Benefits of Mediterranean diet for heart health"}'
worker-3  | 2026-03-30 11:31:36,201 [INFO] [stress-test-5-f6f2] Starting — query: 'Benefits of Mediterranean diet for heart health', location: India, attempt: 1/4
worker-3  | 2026-03-30 11:31:36,286 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-5-f6f2 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:36,291 [INFO] [stress-test-5-f6f2] Status → processing
worker-3  | 2026-03-30 11:31:39,315 [ERROR] [stress-test-6-e183] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:39,322 [INFO] [stress-test-6-e183] Retrying in 5s (attempt 1/3)
worker-3  | 2026-03-30 11:31:39,323 [ERROR] [stress-test-5-f6f2] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:39,323 [INFO] [stress-test-5-f6f2] Retrying in 5s (attempt 1/3)
worker-3  | 2026-03-30 11:31:44,305 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:44,306 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-2-7494","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"Latest breakthroughs in Quantum Computing 2024"}'
worker-3  | 2026-03-30 11:31:44,306 [INFO] [stress-test-2-7494] Starting — query: 'Latest breakthroughs in Quantum Computing 2024', location: India, attempt: 2/4
worker-3  | 2026-03-30 11:31:44,563 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-2-7494 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:44,590 [INFO] [stress-test-2-7494] Status → processing
worker-3  | 2026-03-30 11:31:44,917 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:44,917 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-6-e183","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"History of the Ottoman Empire summary"}'
worker-3  | 2026-03-30 11:31:44,918 [INFO] [stress-test-6-e183] Starting — query: 'History of the Ottoman Empire summary', location: India, attempt: 2/4
worker-3  | 2026-03-30 11:31:45,006 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-6-e183 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:45,008 [INFO] [stress-test-6-e183] Status → processing
worker-3  | 2026-03-30 11:31:45,595 [ERROR] [stress-test-2-7494] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:45,595 [INFO] [stress-test-2-7494] Retrying in 10s (attempt 2/3)
worker-3  | 2026-03-30 11:31:45,676 [ERROR] [stress-test-6-e183] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:45,676 [INFO] [stress-test-6-e183] Retrying in 10s (attempt 2/3)
worker-3  | 2026-03-30 11:31:55,470 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:55,470 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-9-7d9b","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"NASA\'s next mission to Mars details"}'
worker-3  | 2026-03-30 11:31:55,470 [INFO] [stress-test-9-7d9b] Starting — query: "NASA's next mission to Mars details", location: India, attempt: 3/4
worker-3  | 2026-03-30 11:31:55,609 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-9-7d9b "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:55,612 [INFO] [stress-test-9-7d9b] Status → processing
worker-3  | 2026-03-30 11:31:55,683 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:31:55,683 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-6-e183","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"History of the Ottoman Empire summary"}'
worker-3  | 2026-03-30 11:31:55,683 [INFO] [stress-test-6-e183] Starting — query: 'History of the Ottoman Empire summary', location: India, attempt: 3/4
worker-3  | 2026-03-30 11:31:55,774 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-6-e183 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:31:55,776 [INFO] [stress-test-6-e183] Status → processing
worker-3  | 2026-03-30 11:31:55,794 [ERROR] [stress-test-9-7d9b] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:55,795 [INFO] [stress-test-9-7d9b] Retrying in 15s (attempt 3/3)
worker-3  | 2026-03-30 11:31:56,010 [ERROR] [stress-test-6-e183] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:31:56,012 [INFO] [stress-test-6-e183] Retrying in 15s (attempt 3/3)
worker-3  | 2026-03-30 11:32:10,817 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:32:10,817 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-9-7d9b","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"NASA\'s next mission to Mars details"}'
worker-3  | 2026-03-30 11:32:10,817 [INFO] [stress-test-9-7d9b] Starting — query: "NASA's next mission to Mars details", location: India, attempt: 4/4
worker-3  | 2026-03-30 11:32:10,943 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-9-7d9b "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:32:10,945 [INFO] [stress-test-9-7d9b] Status → processing
worker-3  | 2026-03-30 11:32:11,033 [INFO] 📩 Message received from RabbitMQ — creating task...
worker-3  | 2026-03-30 11:32:11,033 [INFO] Decoding message body: b'{"callback_url":"http://host.docker.internal:9999/callback","job_id":"stress-test-6-e183","location":"India","product_id":"b36b116e-0c19-4fa0-b669-835bd76c820e","query":"History of the Ottoman Empire summary"}'
worker-3  | 2026-03-30 11:32:11,033 [INFO] [stress-test-6-e183] Starting — query: 'History of the Ottoman Empire summary', location: India, attempt: 4/4
worker-3  | 2026-03-30 11:32:11,095 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-6-e183 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:32:11,096 [INFO] [stress-test-6-e183] Status → processing
worker-3  | 2026-03-30 11:32:11,101 [ERROR] [stress-test-9-7d9b] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:32:11,101 [ERROR] [stress-test-9-7d9b] Exhausted 3 retries — marking failed
worker-3  | 2026-03-30 11:32:11,168 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-9-7d9b "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:32:11,170 [INFO] [stress-test-9-7d9b] Status → failed
worker-3  | 2026-03-30 11:32:11,309 [ERROR] [stress-test-6-e183] Processing error: 'Stealth' object has no attribute 'apply'
worker-3  | 2026-03-30 11:32:11,309 [ERROR] [stress-test-6-e183] Exhausted 3 retries — marking failed
worker-3  | 2026-03-30 11:32:11,373 [INFO] HTTP Request: PATCH https://bnrpcmwkqqdmweoxkmth.supabase.co/rest/v1/processed_jobs?job_id=eq.stress-test-6-e183 "HTTP/2 200 OK"
worker-3  | 2026-03-30 11:32:11,374 [INFO] [stress-test-6-e183] Status → failed
